ID,species_code,family,genus,species,scientific_name,scientific_code,native-range,5E-1,5E-3,5E-4,5E-5,5E-6,5E-7,5E-8,5E-9,5E-10,5E-11,5E-13,6E-7,6E-8,6E-9,6E-10,6E-11,6E-12,6E-13,6E-14,6E-15,6E-16,6E-17,7E-1,7E-2,7E-3,7E-4,7E-5,7E-6
196,peahar,Rosaceae,Pear/Flowering Pear,Harbin Pear,Pyrus ussuriensis,pyruussu,Northeast Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
197,peapea,Rosaceae,Pear/Flowering Pear,Pear/Flowering Pear species,Pyrus spp,pyruspp,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
198,peawee,Fabaceae,Peashrub,Weeping Peashrub,Caragana arborescens,caraarbo,"Siberia, Manchuria",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
199,persim,Ebenaceae,Persimmon,Persimmon,Diospyros virginiana,diosvirg,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
200,pinaus,Pinaceae,Pine,Austrian Pine,Pinus nigra,pinunigr,Southern Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
201,pinbri,Pinaceae,Pine,Bristlecone Pine,Pinus aristata,pinuaris,"Mountains, California to Colorado; United States",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
305,pinhim,Pinaceae,Pine,Himalayan Pine,Pinus wallichiana,pinuwall,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
202,pinjac,Pinaceae,Pine,Jack Pine,Pinus banksiana,pinubank,North America: Nova Scotia to New York and Minnesota; United States,native,native,native,native,native,native,native,native,native,native,native,introduced,introduced,introduced,introduced,native,native,introduced,native,introduced,native,native,introduced,introduced,introduced,introduced,introduced,introduced
306,pinlob,Pinaceae,Pine,Loblolly Pine,Pinus taeda,pinutaed,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
203,pinmug,Pinaceae,Pine,Mugo Pine,Pinus mugo,pinumugo,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
204,pinpit,Pinaceae,Pine,Pitch Pine,Pinus rigida,pinurigi,North Amerika: New Brunswick to Kentucky and California,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
205,pinpon,Pinaceae,Pine,Ponderosa Pine,Pinus ponderosa,pinupond,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
206,pinred,Pinaceae,Pine,Red Pine,Pinus resinosa,pinuresi,New Foundland to Pennsylvania and Minnesota; United States,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,introduced,introduced,introduced,native,introduced,introduced
208,pinsco,Pinaceae,Pine,Scot's Pine,Pinus sylvestris,pinusylv,Eurasia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
311,pinwes,Pinaceae,Pine,Western White Pine,Pinus monticola,pinumont,Pacific Northwest,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
210,pinwhi,Pinaceae,Pine,White Pine,Pinus strobus,pinustro,"South-Eastern Canada, North-Eastern US",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
211,plalon,Platanaceae,Plane-Sycamore,London Plane,Platanus x acerifolia,platxace,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
214,pluame,Rosaceae,Cherry/Plum,American Plum,Prunus americana,prunamer,Central North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,native,native,native
215,plucan,Rosaceae,Cherry/Plum,Canada Plum,Prunus nigra,prunnigr,"SE Canada, NE U.S.A.",introduced,introduced,introduced,introduced,introduced,native,native,introduced,native,native,introduced,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
216,plumyr,Rosaceae,Cherry/Plum,Myrobalan Plum,Prunus cersifera,pruncers,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
287,poorce,Chamaecyparis,Chamaecyparis,Port Orford Cedar,Chamaecyparis lawsoniana,chamlaws,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
217,popbal,Salicaceae,Poplar,Balsam Poplar,Populus balsamifera,popubals,Across Canada,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
218,popbla,Salicaceae,Poplar,Black Poplar,Populus nigra,popunigr,"Wurope, N africa, West-Central Asia",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
219,popcar,Salicaceae,Poplar,Carolina Poplar,Populus x canadensis,popuxcan,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
221,popwhi,Salicaceae,Poplar,European White Poplar,Populus alba,popualba,"Wurope, N africa, West-Central Asia",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
223,raintr,Sapindaceae,Goldenrain Tree,Goldenrain Tree,Koelreuteria paniculata,koelpani,Southern Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
224,redbud,Fabaceae,Redbud,Redbud,Cercis canadensis,cerccana,"Eastern North America from Mexico north, Pelee Island",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
225,reddaw,Taxodiaceae,Redwood,Dawn Redwood,Metasequoia glyptostroboides,metaglyp,"Szechwan, China",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
286,redwoo,Taxodiaceae,Sequoia,Redwood,Sequoia sempervirens,sequsemp,California,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
228,rossha,Malvaceae,Rose-of-Sharon,Rose-of-Sharon,Hibiscus syriacus,hibisyri,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
229,sassaf,Lauraceae,Sassafras,Sassafras,Sassafras albidum,sassalbi,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,native,native,native
231,serdow,Rosaceae,Serviceberry,Downy Serviceberry,Amelanchier arborea,amelarbo,North America,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
232,sersmo,Rosaceae,Serviceberry,Smooth-Leaved Serviceberry,Amelanchier laevis,amellaev,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
230,servic,Rosaceae,Serviceberry,Serviceberry,Amelanchier canadensis,amelcana,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
234,silcar,Styracaceae,Silverbell,Carolina Silverbell,Halesia carolina,halecaro,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
235,smotre,Anacardiaceae,Smoketree,Smoketree,Cotinus coggygria,coticogg,Southern Europe to Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
237,sprbla,Pinaceae,Spruce,Black Spruce,Picea mariana,picemari,"North America: Alaska and Northern States to mountains of Virginia,  Across Canada",native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,introduced,introduced,native,native,native,introduced
238,sprblu,Pinaceae,Spruce,Blue Spruce,Picea pungens,picepung,US Rocky Mountains,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
239,spreng,Pinaceae,Spruce,Engleman Spruce,Picea englemannii,piceengl,Western North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
240,sprnor,Pinaceae,Spruce,Norway Spruce,Picea abies,piceabie,Europe and Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
241,sprred,Pinaceae,Spruce,Red Spruce,Picea rubens,picerube,,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,native,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
242,sprser,Pinaceae,Spruce,Serbian Spruce,Picea omrika,piceomri,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
244,sprwhi,Pinaceae,Spruce,White Spruce,Picea glauca,piceglau,North America: Across Canada,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,introduced,native,native,native,native,introduced,introduced,introduced,introduced,introduced,introduced
246,sumacs,Anacardiaceae,Sumac,Sumac,Rhus typhina,rhustyph,North shore of Lake Superior east to Nova Scotia,native,native,native,native,native,native,native,native,native,native,introduced,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
248,sweetg,Hamamelidaceae,Sweetgum,Sweetgum,Liquidambar styraciflua,liqustyr,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
249,sycame,Platanaceae,Plane-Sycamore,Sycamore,Platanus occidentalis,platocci,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,native,native,native,native,native,native
250,tamara,Pinaceae,Larch,Tamarack,Larix laricina,larilari,"Across Canada, North-Eastern US",native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
252,treeof,Simaroubaceae,Tree of Heaven,Tree of Heaven,Ailanthus altissima,ailaalti,China,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
253,tulipt,Magnoliaceae,Tulip-Tree,Tulip Tree,Liriodendron tulipifera,lirituli,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,native,native,native
256,walbla,Juglandaceae,Walnut/Butternut,Black Walnut,Juglans nigra,juglnigr,"Southern Ontario, North Eastern US",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,introduced,introduced,introduced,native,native,native,native,native,native
257,waleng,Juglandaceae,Walnut/Butternut,English Walnut,Juglans regia,juglregi,"Southeast Europe, Western Asia; United States",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
310,walman,Juglandaceae,Walnut/Butternut,Manchrurian Walnut,Juglans mandshurica,juglmand,Eastern Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
285,wayfar,Rutaceae,Viburnum,Wayfaring Tree,Viburnum lantana,vibulant,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
226,werece,Cupressaceae,Thuja (Cedar),Western Red Cedar,Thuja plicata,thujplic,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
259,whiswe,Rosaceae,Mountin Ash/Whitebeam,Swedish White Beam,Sorbus intermedia,sorbinte,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
316,wilarc,Salicaceae,Willow,Arctic Willow,Salix purpurea,salipurp,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
260,wilbay,Salicaceae,Willow,Bay (leaved) Willow,Salix laurifolia,salilaur,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
315,wilbeb,Salicaceae,Willow,Bebb's Willow,Salix bebbiana,salibebb,North America,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
261,wilbla,Salicaceae,Willow,Black Willow,Salix nigra,salinigr,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,introduced,introduced,introduced,native,introduced,native,native,native,introduced,native,native
262,wilcor,Salicaceae,Willow,Corkscrew Willow,Salix matsudana,salimats,North Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
263,wilcra,Salicaceae,Willow,Crack Willow,Salix fragilis,salifrag,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
317,wilfal,Salicaceae,Willow,False mountain willow,Salix pseudomonticola,salipseu,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
264,wilgoa,Salicaceae,Willow,Goat Willow,Salix caprea,salicapr,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
265,wilpea,Salicaceae,Willow,Peach Leaf Willow,Salix amygdaloides,saliamyg,,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,native,introduced,native,native,native,native,native,native,native,native,native,native,introduced,native,native,native,native,native,native
266,wilpus,Salicaceae,Willow,Pussy Willow,Salix discolor,salidisc,"Across Canada's provinces, North-Eastern US",native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
267,wilshi,Salicaceae,Willow,Shining Willow,Salix lucida,saliluci,,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
270,wilwee,Salicaceae,Willow,Golden Weeping Willow,Salix babylonica,salibaby,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
271,wilwhi,Salicaceae,Willow,White Willow,Salix alba,salialba,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
272,wingnu,Juglandaceae,Wingnut,Wingnut,Pterocarya fraxinifolia,pterfrax,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
274,yellow,Fabaceae,Yellowood,American Yellowood,Cladrastis lutea,cladlute,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
275,yewcom,Taxaceae,Yew,Common Yew,Taxus canadensis,taxucana,,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
276,yeweur,Taxaceae,Yew,European Yew,Taxus baccata,taxubacc,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
277,yewjap,Taxaceae,Yew,Upright Japanese Yew,Taxus cuspidata,taxucusp,Japan,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
309,zeljap,Ulmaceae,Zelkova,Japanese zelkova,Zelkova serrata,zelkserr,Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
